UserScreenName,UserName,Timestamp,Text,Embedded_text,Comments,Likes,Retweets,Date,text_length,Embedded_text_cleaned
Juan Skull,@juanskulll,2021-12-17 20:21:36+00:00,"Juan Skull
@juanskulll
·
17 dic.","En respuesta a 
@Davivienda
Pues ya envié un Dm y pasa exactamente lo mismo ",0,0,0,2021-12-17,76,enviar pasar exactamente
David Cuevas,@DcuevasR,2021-12-17 19:21:04+00:00,"David Cuevas
@DcuevasR
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Fácil, demande em la super y deje de hacer show. Para eso hay autoridades jurisdiccionales, pero a usds les sirve es indignar ignorantes",0,0,0,2021-12-17,182,wilsonariasc fácil demandar super dejar show autoridad jurisdiccional usds servir indignar ignorante
Wiloz,@WilozunaG,2021-12-17 16:39:36+00:00,"Wiloz
@WilozunaG
·
17 dic.","En respuesta a 
@wilsonariasc
 @gopb15
 y 
@Davivienda
Y no pasara nada
1",0,0,1,2021-12-17,73,wilsonariasc gopb15 pasar
Arthur Dux,@ArthurDux1,2021-12-17 16:07:49+00:00,"Arthur Dux
@ArthurDux1
·
17 dic.","En respuesta a 
@carloscalero977
 @wilsonariasc
 y 
@Davivienda
Lo uno no quita lo otro,yo no defiendo a Davivienda,pero cuando un parásito(político)intenta regular mas de lo hiperregulado que esta el país pues las intenciones no son buenas,y de hecho si las entidades abusan es por el proteccionismo estatal,porque en el mercado desaparecerian
1",1,0,0,2021-12-17,346,carloscalero977 wilsonariasc quitar defender parásito político intentar regular hiperregulado país intención entidad abusar proteccionismo estatal mercado desaparecer
Alex,@JAHSc12,2021-12-17 19:10:22+00:00,"Alex
@JAHSc12
·
17 dic.","En respuesta a 
@Davivienda
Conclusión. Que pague que están generando intereses mas Intereses corrientes diarios. Que tal el descaro de esta gente",0,0,0,2021-12-17,146,conclusión pagar generar interés interés corriente diario descaro gente
Diose Soler,@diosesoler,2021-12-17 12:19:44+00:00,"Diose Soler
@diosesoler
·
17 dic.","En respuesta a 
@wilsonariasc
 @8389amanda
 y 
@Davivienda
Deshacen.
1
1",1,0,1,2021-12-17,72,wilsonariasc 8389amanda deshacer
Andrés Mejía Tovío,@AndresMejia_87,2021-12-17 20:09:24+00:00,"Andrés Mejía Tovío
@AndresMejia_87
·
17 dic.","En respuesta a 
@MacCenter
Buenas, se puede saber qué criterio utilizan ustedes para aprobar o rechazar plan 0 es 3, en Davivienda me aprueban tarjeta de crédito directamente pero ustedes en Mac Center me la rechazan, y entonces? Esa incoherencia cómo es?
1",1,0,0,2021-12-17,257,maccenter criterio utilizar aprobar rechazar plan aprobar tarjeta crédito directamente center rechazar incoherencia
navidany,@danytorresang,2021-12-17 02:12:03+00:00,"navidany
@danytorresang
·
16 dic.","En respuesta a 
@wZKCwQ4vEN0bFCy
 @Bancolombia
 y 
@Davivienda
Hey que monda. Cobran una hijueputa comisión más cara que la cuota de manejo.
1
1",1,0,1,2021-12-17,144,wzkcwq4ven0bfcy bancolombia monda cobrar hijueputo comisión caro cuota manejo
Diego Germán,@DiegoGermn4,2021-12-17 12:17:21+00:00,"Diego Germán
@DiegoGermn4
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
“Deshacen”, senador.",0,0,0,2021-12-17,66,wilsonariasc deshacer senador
juana De arco,@juanadarco1,2021-12-17 14:02:48+00:00,"juana De arco
@juanadarco1
·
17 dic.","Respondiendo a 
@manglero241
 @diosesoler
 y 3 más
Deshacen.
1",1,0,0,2021-12-17,62,manglero241 diosesoler deshacer
Andrés Oso,@andresoso,2021-12-17 22:28:26+00:00,"Andrés Oso
@andresoso
·
17 dic.","En respuesta a 
@JavierHTolosa
 @Karlaarcila
 y 
@Davivienda
Yo estoy igual, solo funciona usando cajero para sacar, vivo en Costa Rica y no puedo volver a Colombia por eso",0,0,0,2021-12-17,172,javierhtolosa karlaarcila funcionar cajero sacar vivo costa rico volver colombia
Luis C. Manjarrés,@manglero241,2021-12-17 14:08:14+00:00,"Luis C. Manjarrés
@manglero241
·
17 dic.","Respondiendo a 
@juanadarco1
 @diosesoler
 y 3 más
El verbo también podría ser desasir: Yo desasgo, tú desases y ellos desasen... 
3
1",3,0,1,2021-12-17,134,juanadarco1 diosesoler verbo desasir desasgo desás desar
Carlos Calero,@carloscalero977,2021-12-17 20:23:59+00:00,"Carlos Calero
@carloscalero977
·
17 dic.","En respuesta a 
@ArthurDux1
 @wilsonariasc
 y 
@Davivienda
La verdad no entiendo que es lo que no le gusta.
3
1",3,0,1,2021-12-17,111,arthurdux1 wilsonariasc entender gustar
Davivienda Corredores,@davicorredores,2021-12-17 22:01:30+00:00,"Davivienda Corredores
@davicorredores
·
17 dic.","#MisFinanzasParaInvertir ¿Se ha dado cuenta del alza en los precios de algunos productos de alimentos? El índice de precios de los productos agrícolas subió un 25%, en comparación con el año anterior. ¿Por qué sucede esto? Descúbralo aquí:
misfinanzasparainvertir.com
Ante el incremento en los precios de los alimentos: ¿qué pasa con la economía y las inversiones?
A nivel mundial, los precios de los alimentos han estado en alza. Distintos factores han incidido en la valorización de los productos de la canasta básica.
1
1",0,1,1,2021-12-17,524,misfinanzasparainvertir alza precio producto alimento índice precio producto agrícola subir comparación suceder descúbralo misfinanzasparainvertir incremento precio alimento pasar economía inversión nivel mundial precio alimento alzar distinto factor incidido valorización producto canasta básico
𝚁𝚘𝚍𝚛𝚒𝚐𝚞𝚎𝚣 𝚂𝚊𝚕𝚊𝚣𝚊𝚛 :.,@RodriguezS_16,2021-12-18 13:15:53+00:00,"𝚁𝚘𝚍𝚛𝚒𝚐𝚞𝚎𝚣 𝚂𝚊𝚕𝚊𝚣𝚊𝚛 :.
@RodriguezS_16
·
18 dic.","No piensen mal…

Davivienda  2021  Colombia",0,0,0,2021-12-18,43,pensar 2021 colombio
Franero04,@franero04,2021-12-18 08:22:49+00:00,"Franero04
@franero04
·
18 dic.","Resúmen de la noche... Seguimos como Davivienda... Plop!
GIF
1",0,0,1,2021-12-18,62,resúmen noche seguir plop
Con ánimo de ofender,@AnimoDeOfender_,2021-12-18 23:35:18+00:00,"Con ánimo de ofender
@AnimoDeOfender_
·
18 dic.","Ver los comerciales de davivienda antiguos me dan mil años de vida
11",0,0,11,2021-12-18,69,comercial antiguo año vida
Con Vergüenza,@ConVergenza12,2021-12-18 22:09:40+00:00,"Con Vergüenza
@ConVergenza12
·
18 dic.","En respuesta a 
@MAndreaNieto
Davivienda del grupo empresarial Bolívar se lo puede explicar mejor.

Esa platica se perdió, en su educación superior.
1",0,0,1,2021-12-18,150,mandreanieto grupo empresarial bolívar explicar platica perder educación superior
AndresP!,@IFeel_SoSad,2021-12-18 02:24:12+00:00,"AndresP!
@IFeel_SoSad
·
17 dic.","Tengan mucho con el banco 
@Davivienda
, ya van 2 veces que le actualizan datos a mi mamá y lo mejor es que lo hacen desde adentro. Ratas asquerosas que tienen trabajando allá.
1
1",1,0,1,2021-12-18,180,actualizar dato mamá adentro rata asqueroso trabajar allá
Carolina Quintero,@Mediopeque,2021-12-18 19:54:01+00:00,"Carolina Quintero
@Mediopeque
·
18 dic.","Señores 
@Davivienda
 estoy tratando de ingresar a la app pero no me permite  es posible por favor me puedan ayudar. Mil gracias
1
1
1",1,1,1,2021-12-18,134,señor tratar ingresar permitir favor ayudar gracias
falavi2005,@falavi2005,2021-12-18 11:36:26+00:00,"falavi2005
@falavi2005
·
18 dic.","Escuchando los villancicos....me acuerdo de aquel comercial Davivienda donde un niño cantaba ""Vamos castores...vamos..""....y la mamá frenó en seco....(Todo un cabezazo...).
2
4",0,2,4,2021-12-18,176,escuchar villancico comercial niño cantar castor mamá frenar seco cabezazo
fabiola duque góngora,@fabioladuquegon,2021-12-18 01:50:53+00:00,"fabiola duque góngora
@fabioladuquegon
·
17 dic.","En respuesta a 
@Davivienda
 y 
@Jorge_Montreal
Yo , hoy me entero que aunque no use la tarjeta de crédito y no tenga ningún peso pendiente, cobran por el manejo de ya tarjeta una cuota de $23.800, cosa que me parece absurda y en las oficinas No reciben la cancelación de debe realizar por una línea, que nunca contestan
1
1
3",1,1,3,2021-12-18,326,jorge_montreal entero tarjeta crédito peso pendiente cobrar manejo tarjeta cuota cosa parecer absurdo oficina recibir cancelación deber línea contestar
Carlos Omar,@CarlosOCorrea,2021-12-18 19:57:49+00:00,"Carlos Omar
@CarlosOCorrea
·
18 dic.","Respondiendo a 
@HugoLeonElRojo
 @agmethescaf
 y 2 más
No pero hoy si están de enmarcar estos progres, el sargento y su familia avicila, Pezón de nutria renunciando porque ""me están atacando"" y frutiño como Davivienda jajajjajaj, me han hecho el día
3
9",0,3,9,2021-12-18,253,hugoleonelrojo agmethescaf enmarcar progre sargento familia avicilar pezón nutrio renunciar atacar frutiño jajajjajaj
Fabio,@TuFaviorito,2021-12-18 03:40:49+00:00,"Fabio
@TuFaviorito
·
17 dic.","Y 
@Davivienda
 espera que uno saque plata de a 400.000? Parce sean serios hijueputas, métanle plata a los malparidos cajeros
1
1",1,0,1,2021-12-18,129,esperar sacar plata parce serio hijueputa métanle plata malparido cajero
Erika Suárez Cañón,@Erikasu_18,2021-12-18 20:24:43+00:00,"Erika Suárez Cañón
@Erikasu_18
·
18 dic.","Nunca había tenido que lidiar tanto con un Banco como con 
@Davivienda
. No recomiendo ni su atención al cliente y mucho menos sus productos.
1",1,0,0,2021-12-18,143,lidiar recomer atención cliente producto
Juan Carlos Acero,@JuanKAcero,2021-12-18 14:12:27+00:00,"Juan Carlos Acero
@JuanKAcero
·
18 dic.","Ayer envié por #Davyplata un dinero,  la transacción fue errada (por ellos) y me dicen que me retornarán el dinero hasta la primera semana de Enero... Así como lo leen ENERO! Donde me puedo quejar 
@Davivienda
 @SFCsupervisor
1
2",1,0,2,2021-12-18,229,ayer enviar davyplata dinero transacción errado retornar dinero semana enero leer enero quejar sfcsupervisor
Institución Universitaria EAM,@EAMdelquindio,2021-12-18 15:29:00+00:00,"Institución Universitaria EAM
@EAMdelquindio
·
18 dic.","#AgendaEAM Mira aquí la oferta de nuestra Feria Universitaria y de Crédito EAM. 
¡INSCRÍBETE YA SIN COSTO!3188516428
@Davivienda
 @Bancolombia
 @IC
ETEX 
@cooservunal
 @BancoPichincha
 @Banco_AvVillas
youtube.com
Feria Universitaria y de Crédito EAM
Entérate de toda la oferta de créditos con bancos y de nuestra Casa de Estudios para que puedas cumplir todas tus metas estudiando este 2022. INSCRÍBETE YA S...
2",0,0,2,2021-12-18,412,agendaeam mirar oferta feria universitario crédito inscríbete costo 3188516428 bancolombia etex cooservunal bancopichincha banco_avvillas youtube feria universitario crédito entératar oferta crédito casa estudio cumplir meta estudiar 2022 inscríbeter
Edison Mejia,@Edimejia1979,2021-12-18 16:40:08+00:00,"Edison Mejia
@Edimejia1979
·
18 dic.","@binance
 @cz_binance
 continúan con mi cuenta bloqueada y las de más de 500 personas en Colombia, este es el ""soporte"". 
@Davivienda
 póngase las pilas que siguen bloqueando cuentas de manera ilegal. Algunas cuentas con más de 5 meses reteniendo fondos ilegalmente.
1
1
3",1,1,3,2021-12-18,272,binance cz_binance continuar bloqueado persona colombio soporte póngase pila seguir bloquear ilegal mes retener fondo ilegalmente
Juan Camilo Mateus,@JuanCamiloMate7,2021-12-18 23:33:13+00:00,"Juan Camilo Mateus
@JuanCamiloMate7
·
18 dic.","En respuesta a 
@RappiPay
@Davivienda
 @DaviPlata
 @SFCsupervisor
 así se hacen llamar banco. Rappi no soluciona nada y tras del hecho me pide a mi solucionar el problema con el banco de respaldo.

Tengo un proceso de devolución desde agosto y ya estamos en diciembre.
2",2,0,0,2021-12-18,270,rappipay daviplata sfcsupervisor llamar rappi solucionar pedir solucionar problema respaldo proceso devolución agosto diciembre
Joshuá,@Nacho04a,2021-12-18 02:35:20+00:00,"Joshuá
@Nacho04a
·
17 dic.","En respuesta a 
@EnriqueDelgadoP
 @wilsonariasc
 y 
@Davivienda
Ahora resulta que está obligado a dar nombres porque para usted sino es así, son chismes?  Tranquilito que eso va saliendo a la luz, deje el desespero que si pareces una vieja chismosa
1
4",1,0,4,2021-12-18,252,enriquedelgadop wilsonariasc resultar obligado nombre chisme tranquilito salir dejar desesper parecer viejo chismosa
Andres Tirado,@t18506496,2021-12-18 14:52:13+00:00,"Andres Tirado
@t18506496
·
18 dic.","En respuesta a 
@Davivienda
Buenos días, enseguida me comunico
1",0,0,1,2021-12-18,64,comunicar
Octavio Padilla V,@OctavioPadillaV,2021-12-18 09:35:30+00:00,"Octavio Padilla V
@OctavioPadillaV
·
18 dic.","El Libro 2022 #LAECONOMIADETODOS. Ahora más que nunca la unión hace la fuerza. Conozca lo que viene el próximo año. https://lnkd.in/eR6cgjGH 

Davivienda Corredores https://lnkd.in/epmGKQYV",0,0,0,2021-12-18,189,libro 2022 laeconomiadeto unión fuerza venir corredor
María C,@navascarola,2021-12-18 00:05:28+00:00,"María C
@navascarola
·
17 dic.","@Davivienda
 dónde consulto horarios de sucursales en Bogotá.
1",1,0,0,2021-12-18,63,consultar horario sucursal bogotá
Juan Páez,@juan_paez021,2021-12-18 03:48:08+00:00,"Juan Páez
@juan_paez021
·
17 dic.","Respondiendo a 
@wilfer_sandoval
 @porras_german
 y 2 más
Ésas emisiones a los bancos se hicieron a cambio de títulos de deuda que éstos ya poseían, para tener liquidez.

Es como si para pagar deudas le vendes tu casa a un banco comercial, te entrega billetes a cambio.

Billetes respaldados en tu casa, ahora propiedad de Davivienda.
1
2",1,0,2,2021-12-18,338,wilfer_sandoval porras_german emisión cambio título deuda poseer liquidez pagar deuda vender casa comercial entregar billete cambio billete respaldado casa propiedad
Dagoluis,@Dagoluiscarlos,2021-12-18 04:49:22+00:00,"Dagoluis
@Dagoluiscarlos
·
17 dic.","En respuesta a 
@hsaenzm
 y 
@chivowallet
Éste sinvergüenza corrupto Humberto Saenz Marinero no es el que viajaba con hermetismo en los aviones privados de un señor delincuente que huye de la justicia?, y que no es el mismo que hizo marufias para evitar que DAVIVIENDA pagara lo que debía?
1",0,0,1,2021-12-18,291,hsaenzm chivowallet sinvergüenza corrupto humberto saenz marinero viajar hermetismo avión privado señor delincuente huir justicia marufia evitar pagar deber
DavidPelaez,@davidapelaez,2021-12-18 21:29:16+00:00,"DavidPelaez
@davidapelaez
·
18 dic.","En respuesta a 
@Davivienda
Una respuesta automática de una contestadora virtual no es la solución a un problema frecuente. Lo peor es que no hay quien solucione en línea. Muy mal servicio.
1",1,0,0,2021-12-18,191,automático contestador virtual solución problema frecuente solucionar línea servicio
Andres Tirado,@t18506496,2021-12-18 14:43:22+00:00,"Andres Tirado
@t18506496
·
18 dic.","@Davivienda
 Tengo una pregunta, ¿Puede daviplata descontar pagos a créditos del subsidio de jóvenes en acción?
1",1,0,0,2021-12-18,113,pregunta daviplatar descontar pago crédito subsidio joven acción
Adefesio,@Adefesio_13,2021-12-18 00:34:28+00:00,"Adefesio
@Adefesio_13
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Davivivenda, los mismos que te aprueban el crédito con cuota fija pero día a día te van sumando intereses (de quién sabe qué) en la plataforma??? Tan raro!!!",0,0,0,2021-12-18,203,wilsonariasc davivivenda aprobar crédito cuota fijo sumar interés plataforma raro
Juan Manuel,@JuxnMx,2021-12-18 08:57:01+00:00,"Juan Manuel
@JuxnMx
·
18 dic.","En respuesta a 
@Diana_banana__
 y 
@Davivienda
Mismo problema y ponen trabas sin solucionar nada!
1",0,0,1,2021-12-18,100,diana_banana_ _ davivirdar problema traba solucionar
elisa,@04Elisabeth,2021-12-18 08:40:17+00:00,"elisa
@04Elisabeth
·
18 dic.","@Davivienda
 ustedes tienen muchas denuncias, y que hace la 
@sicsuper
Wilson Arias
@wilsonariasc
 · 17 dic.
He conocido de primera mano un caso en el que funcionarios de @Davivienda, con aparente falsificación de firmas, cambiaron cláusulas de un contrato de promesa de compraventa y se terminaron beneficiando de más de $1.000 millones de pesos. Hacen y desasen sin que nadie los vigile.
Mostrar este hilo
1",1,0,0,2021-12-18,409,denuncia sicsuper wilson ario wilsonariasc conocido mano caso funcionario aparente falsificación firma cambiar cláusula contrato promesa compraventa terminar beneficiar millón peso desar vigilar
Diario La República,@larepublica_co,2021-12-18 19:15:27+00:00,"Diario La República
@larepublica_co
·
18 dic.","Davivienda publicó su monitor del gasto con tarjetas, un informe mensual que tiene el propósito de dar a conocer la evolución diaria de las transacciones realizadas con este instrumento por sus consumidores financieros
larepublica.co
El consumo con tarjetas de Davivienda creció 66,7% frente a noviembre del 2020
La categoría más importante en cuanto al volumen transaccional fue la de mercado, que representó 19,3% del total
1
2",0,1,2,2021-12-18,429,publicar monitor gasto tarjeta informe mensual propósito evolución diario transacción instrumento consumidor financiero larepublicar consumo tarjeta crecer frente noviembre 2020 categoría importante volumen transaccional mercado representar
Patsy biónica,@_____juanse,2021-12-18 22:13:00+00:00,"Patsy biónica
@_____juanse
·
18 dic.","En respuesta a 
@Davivienda
LLEVO 40 MINUTOS ESPERANDO QUE ME CONTESTEN EN EL ÁREA DE SEGURIDAD, SERVICIO PA PÉSIMO. KELLY ME TIENEN MAMADA
1",1,0,0,2021-12-18,141,minuto esperar contestar área seguridad servicio pésimo kelly mamada
Ludy Hernandez,@ludyh3rnand3z,2021-12-18 04:44:36+00:00,"Ludy Hernandez
@ludyh3rnand3z
·
17 dic.","En respuesta a 
@SusanaCorreaBor
Buen día señora susana yo que estoy en 
@DaviPlata
 del banco 
@Davivienda
 aun no me han pagado  los ciclos 20 y 21 y ya es 17 de diciembre, muchas gracias quedo atenta
1",1,0,0,2021-12-18,204,susanacorreabor señora susano daviplato pagado ciclo diciembre gracias quedar atento
superboy,@elsuperboy1995,2021-12-18 04:58:49+00:00,"superboy
@elsuperboy1995
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Entonces estaban en el lugar equivocado los clientes?",0,0,0,2021-12-18,99,wilsonariasc lugar equivocado cliente
Guillermo Baquero R,@gbaquerorincon,2021-12-18 20:29:45+00:00,"Guillermo Baquero R
@gbaquerorincon
·
18 dic.","En respuesta a 
@asiesmuyberraco
 @wilsonariasc
 y 
@Davivienda
Toda la prueba fue presentada y sustentada y sin embargo fallaron en contra.",0,0,0,2021-12-18,140,asiesmuyberraco wilsonariasc prueba presentado sustentado fallar
