UserScreenName,UserName,Timestamp,Text,Embedded_text,Comments,Likes,Retweets,text_length,Embedded_text_cleaned
MiPlaneta,@oasisP18,2021-12-15 19:24:16+00:00,"MiPlaneta
@oasisP18
·
15 dic.","@SegurosBolivar
 
@Davivienda
 
Que se ROBEN así de miserablemente lo que uno tiene en las cuentas chupasangre de sus bancos es totalmente Arbitrario.
¡Ladrones de cuello blanco!
Maria Niny Echeverry
@Marianiniecheve
 · 15 dic.
Chicos: me ayudarían a denunciar a @SegurosBolivar me están robando literalmente platas de mi cuenta bancaria con la complicidad de @Davivienda y nadie responde. ",0,0,0,390,  segurosbolivar    robir    miserablemente        cuenta chupasangre    banco   totalmente arbitrario ladrón   cuello blanco maria niny echeverry marianiniechevir    chico   ayudar   denunciar   segurosbolivar   robar literalmente plata    bancario    complicidad     responder
Fundación Bolívar Davivienda,@FundacionBD,2021-12-15 01:00:00+00:00,"Fundación Bolívar Davivienda
@FundacionBD
·
14 dic.","Durante el 2021 nuestro programa #InversiónSocial fortaleció los caminos de decenas de personas y organizaciones sociales que inspiran a sus comunidades a transformar sus contexto sociales.
¿Conoce el trabajo de alguna organización social que haya cambiado historias este 2021?
1",0,0,1,279,  2021 programa inversiónsocial fortalecer   camino   decena   persona   organización social   inspirar    comunidad   transformar   contexto social conocer   trabajo   organización social   cambiar historia 2021
Lilo de la Vega,@LilodelaVega,2021-12-15 19:55:09+00:00,"Lilo de la Vega
@LilodelaVega
·
15 dic.","HOLA 
@Davivienda
 volví! 
Esto parece una novela, quieren que les cuente en qué va?
2
1",2,0,1,88,volví   novela querer    contar     
De²,@BuonaseraDDe,2021-12-15 17:57:20+00:00,"De²
@BuonaseraDDe
·
15 dic.","@Davivienda
 No he podido conseguir mi certificado de cuenta daviplata, pésimo servicio
1",1,0,0,89,     poder   certificado   daviplata pésimo servicio
Jerginia Prieto Beretta,@enterocoliticas,2021-12-15 04:35:17+00:00,"Jerginia Prieto Beretta
@enterocoliticas
·
14 dic.","En respuesta a 
@Langarita2
 y 
@zimonrock
Yo también pensaba que era de davivienda jajajaja
2",0,0,2,94,    langarita2   zimonrock   pensar     jajajaja
Diana,@dianhagr,2021-12-15 18:11:52+00:00,"Diana
@dianhagr
·
15 dic.","En respuesta a 
@Davivienda
En esos números nadie contesta",0,0,0,58,      número contesta
Gustavo Andrei Gomez,@GustavoAndreiGo,2021-12-15 13:56:25+00:00,"Gustavo Andrei Gomez
@GustavoAndreiGo
·
15 dic.","En respuesta a 
@JavierEdu826
Buen día profesor, deseandole que esté muy bien, Lo mismo sucedió con Daviplata y Davivienda.
1",0,0,1,125,    javieredu826   profesor deseandole   estar     suceder   daviplata  
Luis Gutiérrez,@GutierrezLuis_,2021-12-15 16:03:02+00:00,"Luis Gutiérrez
@GutierrezLuis_
·
15 dic.","@ProsperidadCol
 así es q se le pierde el dinero a muchos Colombianos, no es justo 
@Davivienda
 @DaviPlata
1",1,0,0,109,  prosperidadcol       perder   dinero   colombiano    justo daviplata
Liseth Vanegas,@lisvanegas07,2021-12-15 14:07:45+00:00,"Liseth Vanegas
@lisvanegas07
·
15 dic.","En respuesta a 
@Davivienda
@Davivienda
 llevo un año tratando de actualizar mis datos para utilizar DAVIPLATA y a sido imposible, pésimo servicio 
1",1,0,0,149,    llevar    tratar   actualizar   dato utilizar daviplata    imposible pésimo servicio
Davivienda Corredores,@davicorredores,2021-12-15 18:30:18+00:00,"Davivienda Corredores
@davicorredores
·
15 dic.","En nuestro Instagram: https://bit.ly/IGCorredores le mostramos tips, soluciones y respuestas que necesita saber para perderle miedo a invertir. #SeguirnosEsSuMejorInversión
1",0,0,1,174,  instagram   mostrar tip solución   respuesta   necesitar perder él miedo   invertir seguirnosessumejorinversión
HJ,@HacheJota_RL,2021-12-15 14:30:36+00:00,"HJ
@HacheJota_RL
·
15 dic.","En respuesta a 
@Davivienda
Ya lo hice y quedé como un esperando una solución por parte de ustedes, más aún considerando que es su app la que me forma problema porque siempre me llegan SMS",0,0,0,188,       hacer   quedé   esperar   solución        considerar         forma problema   llegar
Diana,@dianhagr,2021-12-15 19:00:09+00:00,"Diana
@dianhagr
·
15 dic.","@Davivienda
 necesito hablar con un asesor, me cansé de esto
1",1,0,0,62,  necesitar hablar    asesor   cansar  
Diana Mejia,@dianamortimer,2021-12-15 13:24:10+00:00,"Diana Mejia
@dianamortimer
·
15 dic.","@Davivienda
 soy yo o la página de Davivienda está caída otra vez?
1",1,0,0,68,       página   caída  
SANTIAGO MEJIA,@santiago1079,2021-12-15 23:55:00+00:00,"SANTIAGO MEJIA
@santiago1079
·
15 dic.","@Davivienda
 cambié la contraseña por seguridad y ahora no me deja ingresar 
1",1,0,0,78,  cambié   contraseño   seguridad      dejar ingresar
Will Ocampo,@WillOcampo,2021-12-15 20:17:44+00:00,"Will Ocampo
@WillOcampo
·
15 dic.","En respuesta a 
@Nataliaescribe
Como Davivienda ... Ahí no es mor ",0,0,0,66,    nataliaescribir     
SUSANAARENAS,@croactibo,2021-12-15 18:18:27+00:00,"SUSANAARENAS
@croactibo
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
En New York para el depósito en los hoteles tampoco las aceptan 
@Davivienda
1
2",0,1,2,125,    karlaarcilo      york   depósito    hotel   aceptar  
El Gato Yirri,@elgatoyirri,2021-12-15 17:56:59+00:00,"El Gato Yirri
@elgatoyirri
·
15 dic.","@Davivienda
 sale error de ticket para pedir un certificado recién creado daviplata que se hace
1",1,0,0,97,  salir error   ticket pedir   certificado recién creado daviplata   
Eliana Gómez,@elianagomezf,2021-12-15 02:29:32+00:00,"Eliana Gómez
@elianagomezf
·
14 dic.","@Davivienda
 Me llamó hoy a decirme que no me haría devolución de mi dinero porque según ellos yo envié a un muerto el dinero, a un DaviPlata con la cédula de alguien fallecido.
1",1,0,0,179,    llamar    decir yo     hacer devolución    dinero   enviar    muerto   dinero    daviplata    cédula   alguien fallecido
Eliana Gómez,@elianagomezf,2021-12-15 04:05:36+00:00,"Eliana Gómez
@elianagomezf
·
14 dic.","En respuesta a 
@Davivienda
Eso de mensaje privado no sirve, voy a seguir buscando el gerente nacional hasta que me den mi dinero, y haciendo escándalo por todos los medios sociales",0,0,0,181,       mensaje privado   servir    seguir buscar   gerente nacional      dinero   escándalo     medio social
Diana,@dianhagr,2021-12-15 16:42:18+00:00,"Diana
@dianhagr
·
15 dic.","@Davivienda
 me informan por favor a qué corresponde el pago que me obligaron a hacer",0,0,0,85,    informar   favor    corresponder   pago    obligar  
Natalie Avila,@Nattaliee3112,2021-12-15 22:35:50+00:00,"Natalie Avila
@Nattaliee3112
·
15 dic.","@Davivienda
 como es posible que NO mueva la cuenta desde abril y ustedes me roben 700mil!!!
Hijueputas ladrones 
1",1,0,0,115,       mueva   abril     robir 700mil hijueputa ladrón
Luisa Fernanda Rueda,@nandaruedavel,2021-12-15 23:55:36+00:00,"Luisa Fernanda Rueda
@nandaruedavel
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
Karla hola quería preguntarte qué tal esta el clima allá? Como Bogota o más frío ?",0,0,0,127,    karlaarcilo   kar él querer preguntarte      clima allá bogota    frío
Carlos Eduardo Noguera,@CNOGUERA20,2021-12-15 19:38:54+00:00,"Carlos Eduardo Noguera
@CNOGUERA20
·
15 dic.","En respuesta a 
@Davivienda
A mi ya me solucionaron el problema pero a mí hermano que es discapacitado no desde el domingo el no maneja redes sociales el lleva 5 radicado y nada de solucion cuanto tiempo debe el espera ? Para que le den solución ya es mucho abuso",0,0,0,263,         solucionar   problema    hermano    discapacitado        manejar red social     radicado     solucion tiempo   esperar     solución    abuso
Santamaria,@galeano1230,2021-12-15 20:05:20+00:00,"Santamaria
@galeano1230
·
15 dic.","Respondiendo a 
@Marianiniecheve
 @AUGUSTOOCAMPO
 y 2 más
Cuente a ver pues...",0,0,0,78,  marianiniecheve augustoocampo     contar   
Carlos Eduardo Noguera,@CNOGUERA20,2021-12-15 19:15:21+00:00,"Carlos Eduardo Noguera
@CNOGUERA20
·
15 dic.","@Davivienda
 @DaviPlata
 mi hermano es  discapacitado no sabe manejar redes sociales el tiene daviplata inválido el nesecita ayuda nadie le da respuesta desde el domingo  cédula 87941728 teléfono 3233223774 el que debe hacer para que le den solución",0,0,0,249,  daviplata   hermano   discapacitado   manejar red social   daviplata inválido   nesecito ayuda      cédula 87941728 teléfono 3233223774        solución
Toño Burgos,@JoanBurgos,2021-12-15 15:44:33+00:00,"Toño Burgos
@JoanBurgos
·
15 dic.","En respuesta a 
@cochita417
 y 
@Davivienda
Y no te van a atender, el peor servicio de atención al cliente lo tiene 
@Davivienda
 por eso y otras cositas cancelé mis servicios con ellos.
1",0,0,1,188,    cochita417         atender   servicio   atención   cliente       cosita cancelé   servicio  
sergio romero,@sergior90565208,2021-12-15 21:25:21+00:00,"sergio romero
@sergior90565208
·
15 dic.","Respondiendo a 
@Marianiniecheve
 @LaCombariza
 y 2 más
yo les cerre las cuentas a esos picaros de davivienda....,
me aburrieron
1",0,0,1,130,  marianiniecheve lacombarizar       cerrir   cuenta   picaro     aburrir
Luisa Fernanda Bello,@Lulibeet,2021-12-15 20:17:03+00:00,"Luisa Fernanda Bello
@Lulibeet
·
15 dic.","@DaviPlata
 Hace 3 semanas estoy esperando respuesta que tardaría 4 días por parte de ustedes. Lo radiqué de nuevo hace 4 días, nada. Hoy realizo el mismo procedimiento, ¿Debo esperar eternamemte? 
@sicsuper
 @Davivienda
1",1,0,0,222,  daviplata   semana esperar   tardaría         radiqué       realacer   procedimiento deber esperar eternamemte sicsuper
Abigail,@cortezaby1,2021-12-15 12:25:22+00:00,"Abigail
@cortezaby1
·
15 dic.","En respuesta a 
@manuelmente
Las UNI con Davivienda son gratis!
1",0,0,1,65,    manuelmente       gratis
Tototito,@hipr80,2021-12-15 20:17:26+00:00,"Tototito
@hipr80
·
15 dic.","Respondiendo a 
@Marianiniecheve
 @akanesita01
 y 2 más
Bitcoin soluciona eso 
2",0,0,2,80,  marianiniecheve akanesita01     bitcoin solución  
Laura Huyo.,@laurahuyo,2021-12-15 22:40:54+00:00,"Laura Huyo.
@laurahuyo
·
15 dic.","En respuesta a 
@Davivienda
Ya lo hice y no ayudaron en nada.
1",1,0,0,63,       hacer    ayudar  
Carlitos,@carlitosecheve,2021-12-15 21:48:35+00:00,"Carlitos
@carlitosecheve
·
15 dic.","En respuesta a 
@Marianiniecheve
 @SegurosBolivar
 y 
@Davivienda
Ya sabían que seguros bolivar es de hambri... Angulo
1
1",1,0,1,122,    marianiniecheve segurosbolivar     saber   seguro bolivar    hambri angulo  
Marco DOS,@The_Absurdo,2021-12-15 21:51:26+00:00,"Marco DOS
@The_Absurdo
·
15 dic.","En respuesta a 
@Marianiniecheve
 @SegurosBolivar
 y 
@Davivienda
Son los mismo dueños... Los famosos Holding!!! Funcionan a la perfección para ""sonsacar"", pero para devolver ahí si no se conocen.

Saca tu dinero de ahí, no recomiendo ningún banco, pero si tuviera que hacerlo: el menos malo es Colpatria, eso sí la cobertura es regular.
1",0,0,1,339,    marianiniecheve segurosbolivar      dueño   famoso holding funcionar    perfección sonsacar devolver      conocer sacar   dinero     recomeir   tener     malo   colpatria     cobertura   regular
Pinot Noir,@ladelavid,2021-12-15 17:28:04+00:00,"Pinot Noir
@ladelavid
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
Sirven en el cajero mejor dicho.. pero en los datafonos en los lugares no sirve..  pero si puedes sacar sin problema..",0,0,0,163,    karlaarcilo   servir    cajero    datafono    lugar   servir   poder sacar   problema
Miguel Cárdenas,@angelmed82,2021-12-15 23:35:02+00:00,"Miguel Cárdenas
@angelmed82
·
15 dic.","En respuesta a 
@japuna7
 y 
@Davivienda
Jajaja vea pues",0,0,0,56,    japuna7   jajaja  
Fher Burbano,@burbano_fher,2021-12-15 20:03:06+00:00,"Fher Burbano
@burbano_fher
·
15 dic.","En respuesta a 
@Marianiniecheve
 @SegurosBolivar
 y 
@Davivienda
Así son esas aseguradoras, 
@SegurosMundial
  , le quitó el derecho a mi sobrina de recibir la póliza , por la muerte de mi hermana. La recibió el papá un sr q nunca se ha hecho cargo de ella. Así son las leyes de este país, favorecen al q tiene plata.",0,0,0,318,    marianiniecheve segurosbolivar      aseguradora segurosmundial   quitar   derecho    sobrina   recibir   póliza    muerte    hermana   recibir   papá        cargo       ley   país favorecer    plata
Seguros Bolívar,@SegurosBolivar,2021-12-15 19:09:35+00:00,"Seguros Bolívar
@SegurosBolivar
·
15 dic.","En respuesta a 
@Marianiniecheve
 y 
@Davivienda
Buenas tardes Maria. Nos interesa conocer en detalle su caso. Por favor, escríbanos por mensaje interno y compártanos su nombre completo, número de celular y número de cédula para escalar la situación al área correspondiente. Gracias, quedamos atentos.
4
2",4,0,2,305,    marianiniecheve   tarde mario   interés   detalle   caso   favor escríbano   mensaje interno   compártano   nombre completo número   celular   número   cédula escalar   situación   área correspondiente gracia quedar atento  
JC Fernández,@Juankaramelo72,2021-12-15 23:13:40+00:00,"JC Fernández
@Juankaramelo72
·
15 dic.","Respondiendo a 
@Marianiniecheve
 @AUGUSTOOCAMPO
 y 2 más
Pues mañana jueves 17 de diciembre,,,termino relaciones comerciales con DAVIVIENDA",0,0,0,140,  marianiniecheve augustoocampo     mañana    diciembre termino relación comercial  
La Ómicron Navideña,@NaviOmicron,2021-12-15 17:15:12+00:00,"La Ómicron Navideña
@NaviOmicron
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
Simplemente prefieren bloquearlas por seguridad pero no lo admiten.
1",0,0,1,114,    karlaarcilo   simplemente preferir bloquearla   seguridad    admitir
Nat,@Langarita2,2021-12-15 04:32:17+00:00,"Nat
@Langarita2
·
14 dic.","En respuesta a 
@zimonrock
 y 
@enterocoliticas
Yo pensaba que era de Davivienda
1
2",1,0,2,84,    zimonrock   enterocolitica   pensar      
Pandebona,@Pandebonita,2021-12-15 17:34:16+00:00,"Pandebona
@Pandebonita
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
A mi me pasó lo mismo y pude solucionarlo pasándolas por contacto, que no ingresen la tarjeta al datáfono, no sé por qué pero por contacto no me presentaba problema.",0,0,0,210,    karlaarcilo       pasar     poder solucionar él pasándola   contacto    ingresar   tarjeta   datáfonir        contacto    presentar problema
Santiago Perez,@mdcirujano,2021-12-15 18:47:04+00:00,"Santiago Perez
@mdcirujano
·
15 dic.","En respuesta a 
@Karlaarcila
 @ez2000co
 y 
@Davivienda
BBVA
1",0,0,1,62,    karlaarcila ez2000co   bbva
Martin Q,@martinquinco,2021-12-15 17:02:45+00:00,"Martin Q
@martinquinco
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
Es una sensación horrible, casi todos los bancos te bloquean las tarjetas cuando se usan en el extranjero. El único que no, ha sido bancolombia, y falabella la bloqueó solo la primera vez, ya después no tuve que llamar.
1",0,0,1,266,    karlaarcilo      sensación horrible   banco   bloquear   tarjeta      extranjero   único     bancolombiar   falabella   bloqueó        tener   llamar
Rick Parker,@cachaful,2021-12-15 21:03:56+00:00,"Rick Parker
@cachaful
·
15 dic.","Respondiendo a 
@Edimejia1979
 @BinanceES
 y 3 más
Así es 
@binance
 es un secuestrador sin razón.
1
1",0,1,1,102,  edimejia1979 binancees       binance    secuestrador   razón  
Karla Arcila,@Karlaarcila,2021-12-15 17:31:07+00:00,"Karla Arcila
@Karlaarcila
·
15 dic.","En respuesta a 
@ladelavid
 y 
@Davivienda
¡Fatal! Uno debería poder usar su tarjeta y su plata en cualquier parte, terrible 
@Davivienda
1
1",1,0,1,141,    ladelavid   fatal   deber   tarjeta    plata   terrible  
Ernesto Zamora P.,@ez2000co,2021-12-15 17:41:59+00:00,"Ernesto Zamora P.
@ez2000co
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
Si, la débito del antiguo Citi a mi me servía en todo lado, pero era un tema que la tarjeta tenía una configuración que no pedía clave o pin...
1",1,0,0,190,    karlaarcilo      débito   antiguo citi     servir      tema    tarjeta   configuración    pedir clave   
Manuel Duque,@juniorduque2012,2021-12-15 22:25:38+00:00,"Manuel Duque
@juniorduque2012
·
15 dic.","En respuesta a 
@Davivienda
Esa es la de siempre por DM para enviarlo a asuntos sin importancia, vuelvanse serios mejor, no se puede ni pagar un crédito de ustedes, pero para llamar a cobrar si les funciona el sistema",0,0,0,217,            enviar él   asunto   importancia vuelvanse serio      pagar   crédito   llamar   cobrar    funcionar   sistema
Fernando Rodríguez,@ferchokli1,2021-12-15 17:09:00+00:00,"Fernando Rodríguez
@ferchokli1
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
Use la de crédito a una cuota. Gana millas y no paga interés. Elemental mi querida Karla.",0,0,0,134,    karlaarcilo       crédito    cuota ganar milla    pagar interés elemental   querido kar él
